case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-01728,2027-08-04 09:02,Kavita Pawar,Female,61-70,Uttar Pradesh,Kanpur,Hindi,Mukti Dham,Sadhugram Center,+91 9949130819,,Reunited,3,False,Cross-checked at adjacent center.
KMP-2027-00359,2027-09-11 12:48,Mangala Reddy,Female,61-70,Maharashtra,Nagpur,Marathi,Sita Gufa,Kushavarta Center,+91 9824517041,"cream kurta, hard of hearing",Pending,,False,Possible match flagged for review.
KMP-2027-02019,2027-09-06 22:33,Vimal Joshi,Female,61-70,Karnataka,Belagavi,Kannada,Tapovan,CBS Help Center,+91 9017082782,"yellow blouse, limps on right leg",Reunited,7.5,False,"Family frantic, last dip together."
KMP-2027-01075,2027-08-29 03:19,Janabai Reddy,Female,71-80,Maharashtra,Jalgaon,Marathi,Dudhsagar Falls Road,Trimbak Gate Center,+91 9474105158,"green saree, short grey hair",Reunited,6.1,False,Phone switched off.
KMP-2027-01850,2027-07-22 01:41,Namdev Kale,Male,18-40,Madhya Pradesh,Indore,Hindi,Tapovan,Sadhugram Center,,"white dhoti and kurta, short grey hair",Reunited,6.7,False,Possible match flagged for review.
KMP-2027-01037,2027-09-02 06:01,Sunita Kulkarni,Female,61-70,Maharashtra,Ahmednagar,Marathi,Tapovan,Nashik Road Center,+91 9081394950,,Reunited,8.3,False,Announced on PA system.
KMP-2027-00464,2027-09-11 06:32,Namdev Verma,Male,18-40,Uttar Pradesh,Varanasi,Hindi,Ramkund,Tapovan Center,+91 7036768287,"orange saree, wears thick glasses",Pending,,False,
KMP-2027-01998,2027-09-03 17:53,Mangala Verma,Female,61-70,Maharashtra,Nagpur,Marathi,Dudhsagar Falls Road,Tapovan Center,+91 9432565168,"grey sweater, short grey hair",Reunited,3.6,False,Cross-checked at adjacent center.
KMP-2027-01412,2027-08-19 12:05,Sai Joshi,Unknown,71-80,Madhya Pradesh,Gwalior,Hindi,Tapovan,Sadhugram Center,+91 9897183246,"yellow blouse, silver anklets",Reunited,9.3,False,Cross-checked at adjacent center.
KMP-2027-01751,2027-09-11 15:30,Prakash Yadav,Male,71-80,Madhya Pradesh,Indore,Hindi,Saptashrungi Base,Panchavati Center,+91 9412653734,"red sari with gold border, short grey hair",Reunited,6.3,False,Announced on PA system.
KMP-2027-00330,2027-08-05 12:09,Savita Iyer,Female,61-70,Madhya Pradesh,Bhopal,Hindi,Ahilyadevi Holkar Bridge,Ramkund LF Center,,"cream kurta, tulsi mala around neck",Reunited,0.6,False,Possible match flagged for review.
KMP-2027-01658,2027-08-04 11:33,Eknath Shinde,Male,18-40,Maharashtra,Jalgaon,Marathi,Tapovan,Ramkund LF Center,,"maroon saree, walks with a cane",Reunited,8.3,False,Announced on PA system.
KMP-2027-01979,2027-08-19 06:28,Sunil Gaikwad,Male,61-70,Madhya Pradesh,Bhopal,Hindi,Nashik Road Railway Station,Ramkund LF Center,,"yellow blouse, walks with a cane",Pending,,False,Announced on PA system.
KMP-2027-00963,2027-09-02 16:49,Bhaskar Iyer,Male,18-40,Maharashtra,Thane,Marathi,Mukti Dham,Nashik Road Center,+91 9818861837,"white dhoti and kurta, limps on right leg",Pending,,False,"Family frantic, last dip together."
KMP-2027-00388,2027-08-19 16:22,Mohan Sawant,Male,18-40,Maharashtra,Nashik,Marathi,Sadhugram,Trimbak Gate Center,,"cream kurta, speaks little Hindi",Reunited,3.7,False,"Came by group bus, lost the group."
KMP-2027-00938,2027-08-19 11:16,Dattatray Das,Male,80+,Uttar Pradesh,Lucknow,Hindi,Ahilyadevi Holkar Bridge,Sadhugram Center,,"cream kurta, silver anklets",Reunited,6.7,False,Phone switched off.
KMP-2027-00519,2027-07-18 04:17,Indira Deshmukh,Female,61-70,Gujarat,Surat,Gujarati,Dudhsagar Falls Road,Sadhugram Center,,"yellow blouse, walks with a cane",Reunited,8.9,False,Phone switched off.
KMP-2027-00841,2027-08-04 03:37,Sarla Joshi,Female,61-70,Maharashtra,Ahmednagar,Marathi,Kushavarta Kund,Ramkund LF Center,,"grey sweater, has a tilak on forehead",Unresolved,,False,Got separated in snan crowd.
KMP-2027-01620,2027-08-12 03:34,Ganpat Gaikwad,Male,41-60,Uttar Pradesh,Varanasi,Hindi,Sita Gufa,Sadhugram Center,+91 7083066251,"orange saree, has a tilak on forehead",Reunited,2.5,False,Volunteer escorting to help desk.
KMP-2027-00210,2027-08-19 03:51,Sopan Yadav,Male,71-80,Rajasthan,Jodhpur,Hindi,Ramkund,Ramkund LF Center,+91 7338823794,"blue checked shirt, walks with a cane",Unresolved,,False,Possible match flagged for review.
KMP-2027-00313,2027-07-30 00:51,Dattatray Shinde,Male,41-60,Gujarat,Surat,Gujarati,CBS Bus Stand,CBS Help Center,+91 9045945024,"red sari with gold border, wears thick glasses",Reunited,4.2,False,Cross-checked at adjacent center.
KMP-2027-01914,2027-08-04 11:03,Sopan Das,Male,71-80,Maharashtra,Ahmednagar,Marathi,Kalaram Temple,Ramkund LF Center,+91 8884727737,"grey sweater, speaks little Hindi",Reunited,0.6,False,Cross-checked at adjacent center.
KMP-2027-00070,2027-08-27 17:12,,Female,61-70,Maharashtra,Ahmednagar,Marathi,Kushavarta Kund,Kushavarta Center,+91 7036797486,,Pending,,True,Logged at second center; same person suspected.
KMP-2027-00196,2027-08-24 11:24,Savita Pawar,Female,71-80,Telangana,Hyderabad,Telugu,Panchavati,Nashik Road Center,+91 8856502898,,Reunited,1.7,True,Logged at second center; same person suspected.
KMP-2027-01899,2027-08-04 16:50,Asha Yadav,Female,71-80,Maharashtra,Nashik,Marathi,Ramkund,Kushavarta Center,+91 9963276718,"white dhoti and kurta, carries a cloth bag",Reunited,8.2,False,Possible match flagged for review.
KMP-2027-02179,2027-08-19 06:47,Sneha Pawar,Female,61-70,Rajasthan,Udaipur,Hindi,Sita Gufa,Sadhugram Center,,"green saree, limps on right leg",Reunited,8.8,False,Announced on PA system.
KMP-2027-00169,2027-09-02 17:08,Suresh Pawar,Male,41-60,Gujarat,Ahmedabad,Gujarati,Nashik Road Railway Station,Kushavarta Center,+91 9956009408,"red sari with gold border, hard of hearing",Reunited,,True,Possible match flagged for review.
KMP-2027-01224,2027-08-01 19:41,Namdev Sawant,Male,71-80,Maharashtra,Thane,Marathi,Ramkund,Panchavati Center,+91 8862599128,"grey sweater, wears thick glasses",Reunited,5.8,False,Cross-checked at adjacent center.
KMP-2027-00727,2027-08-19 15:23,Rukmini Kulkarni,Female,41-60,Maharashtra,Thane,Marathi,Ahilyadevi Holkar Bridge,Ramkund LF Center,,"green saree, tulsi mala around neck",Pending,,False,Cross-checked at adjacent center.
KMP-2027-02097,2027-09-11 14:33,Bhaskar Das,Male,61-70,Maharashtra,Nashik,Marathi,Kushavarta Kund,Tapovan Center,+91 7090553407,"yellow blouse, wears thick glasses",Reunited,3.4,False,Possible match flagged for review.
KMP-2027-00468,2027-08-11 00:12,,Male,61-70,Uttar Pradesh,Varanasi,Hindi,Saptashrungi Base,Kushavarta Center,+91 8881661581,"black shawl, tulsi mala around neck",Reunited,5.5,False,Phone switched off.
KMP-2027-01357,2027-08-01 21:55,Sarla Das,Female,41-60,Gujarat,Surat,Gujarati,Nashik Road Railway Station,Sadhugram Center,,"maroon saree, limps on right leg",Reunited,5.1,False,"Came by group bus, lost the group."
KMP-2027-02377,2027-08-19 04:17,Gita Bhosale,Female,61-70,Maharashtra,Aurangabad,Marathi,Dudhsagar Falls Road,Kushavarta Center,+91 8873106156,"red sari with gold border, has a tilak on forehead",Reunited,4.1,False,
KMP-2027-02081,2027-09-11 10:39,Suresh Deshmukh,Male,41-60,Maharashtra,Solapur,Marathi,Goda Ghat,Kushavarta Center,+91 8826645664,"yellow blouse, has a tilak on forehead",Reunited,5.4,False,Possible match flagged for review.
KMP-2027-01153,2027-08-04 05:03,,Unknown,41-60,Maharashtra,Pune,Marathi,Goda Ghat,Tapovan Center,+91 9826192038,,Reunited,4.7,False,"Came by group bus, lost the group."
KMP-2027-02000,2027-08-21 20:52,,Male,71-80,Maharashtra,Thane,Marathi,Mukti Dham,Sadhugram Center,+91 9087547332,"cream kurta, has a tilak on forehead",Reunited,6.5,False,Possible match flagged for review.
KMP-2027-02418,2027-08-25 07:24,Sarla Yadav,Female,0-12,Madhya Pradesh,Gwalior,Hindi,Trimbakeshwar Temple,Panchavati Center,,"green saree, has a tilak on forehead",Reunited,2.3,False,Got separated in snan crowd.
KMP-2027-00417,2027-09-02 16:04,,Male,80+,Maharashtra,Nagpur,Marathi,Gangapur Road Ghat,Sadhugram Center,+91 7351124476,"white dhoti and kurta, speaks little Hindi",Reunited,5.8,False,Volunteer escorting to help desk.
KMP-2027-00642,2027-08-04 04:51,Mangala Kulkarni,Female,18-40,Maharashtra,Aurangabad,Marathi,Tapovan,Trimbak Gate Center,+91 9852066759,"black shawl, hard of hearing",Reunited,6.9,False,"Family frantic, last dip together."
KMP-2027-00825,2027-08-23 02:22,Parvati Das,Female,61-70,Karnataka,Hubballi,Kannada,Kushavarta Kund,Panchavati Center,+91 9454646215,"maroon saree, speaks little Hindi",Transferred to hospital,4.2,False,"Came by group bus, lost the group."
KMP-2027-01579,2027-09-11 12:39,Sai More,Male,61-70,Maharashtra,Ahmednagar,Marathi,Mukti Dham,Nashik Road Center,,"orange saree, limps on right leg",Pending,,False,
KMP-2027-00455,2027-08-19 10:22,Sunil Kumar,Male,13-17,Maharashtra,Thane,Marathi,Mukti Dham,Tapovan Center,,"red sari with gold border, walks with a cane",Reunited,8.2,False,"Came by group bus, lost the group."
KMP-2027-01160,2027-08-04 06:35,Janabai Yadav,Female,13-17,Maharashtra,Pune,Marathi,Nashik Road Railway Station,Nashik Road Center,+91 9859284912,"yellow blouse, limps on right leg",Pending,,False,Cross-checked at adjacent center.
KMP-2027-00065,2027-09-02 08:34,Sarla Kulkarni,Female,41-60,Uttar Pradesh,Varanasi,Hindi,Dudhsagar Falls Road,Sadhugram Center,+91 9014293041,"red sari with gold border, silver anklets",Unresolved,,True,Possible match flagged for review.
KMP-2027-01327,2027-08-04 13:48,Kamla Kale,Female,61-70,Madhya Pradesh,Bhopal,Hindi,Ramkund,Sadhugram Center,+91 9047951852,,Reunited,6.6,False,
KMP-2027-02123,2027-09-02 14:27,Vitthal Jadhav,Male,61-70,Maharashtra,Thane,Marathi,Sita Gufa,Nashik Road Center,+91 7047885405,,Reunited,1.9,False,"Family frantic, last dip together."
KMP-2027-00132,2027-09-02 14:10,,Male,61-70,Maharashtra,Nashik,Marathi,Kalaram Temple,Sadhugram Center,+91 9013895186,"green saree, tulsi mala around neck",Transferred to hospital,7.5,True,Logged at second center; same person suspected.
KMP-2027-00781,2027-08-19 09:04,Namdev Bhosale,Male,61-70,Maharashtra,Solapur,Marathi,Trimbakeshwar Temple,CBS Help Center,+91 7357971010,,Reunited,3.2,False,"Came by group bus, lost the group."
KMP-2027-01550,2027-08-06 18:41,Radha Sawant,Female,61-70,Maharashtra,Aurangabad,Marathi,Panchavati,Panchavati Center,+91 9477135930,"grey sweater, silver anklets",Transferred to hospital,5.2,False,
KMP-2027-00772,2027-08-29 01:31,Parvati Shinde,Female,13-17,Uttar Pradesh,Prayagraj,Hindi,Kalaram Temple,Sadhugram Center,+91 7362085927,"grey sweater, carries a cloth bag",Reunited,7.3,False,Cross-checked at adjacent center.
KMP-2027-00551,2027-09-13 00:42,Dattatray Yadav,Male,61-70,Uttar Pradesh,Kanpur,Hindi,Dudhsagar Falls Road,Sadhugram Center,+91 9049971006,"white dhoti and kurta, hard of hearing",Reunited,7.2,False,Got separated in snan crowd.
KMP-2027-00804,2027-08-19 05:21,Shanta Reddy,Female,71-80,Gujarat,Surat,Gujarati,Kushavarta Kund,Panchavati Center,,"green saree, wears thick glasses",Reunited,3.5,False,Phone switched off.
KMP-2027-00031,2027-09-11 14:27,Sarla Pawar,Female,13-17,Uttar Pradesh,Lucknow,Hindi,Dudhsagar Falls Road,Nashik Road Center,+91 9491931947,"grey sweater, short grey hair",Pending,,True,Possible match flagged for review.
KMP-2027-02207,2027-08-19 05:33,Suresh Bhosale,Male,13-17,Maharashtra,Jalgaon,Marathi,Nashik Road Railway Station,CBS Help Center,,"yellow blouse, tulsi mala around neck",Reunited,7,False,Got separated in snan crowd.
KMP-2027-00569,2027-09-11 04:30,Sopan Jadhav,Male,18-40,Maharashtra,Aurangabad,Marathi,Kalaram Temple,Kushavarta Center,+91 9976725956,"orange saree, speaks little Hindi",Reunited,1.6,False,
KMP-2027-01195,2027-09-02 07:12,,Male,80+,Maharashtra,Nagpur,Marathi,Tapovan,Nashik Road Center,+91 7024895245,"red sari with gold border, silver anklets",Reunited,5.7,False,"Family frantic, last dip together."
KMP-2027-00303,2027-08-04 08:47,Vitthal Shinde,Male,80+,Maharashtra,Thane,Marathi,Saptashrungi Base,Sadhugram Center,,"grey sweater, carries a cloth bag",Reunited,9.4,False,
KMP-2027-00150,2027-09-02 04:00,,Female,41-60,Uttar Pradesh,Varanasi,Hindi,Panchavati,Sadhugram Center,+91 9439700041,,Transferred to hospital,5.9,True,Logged at second center; same person suspected.
KMP-2027-00549,2027-07-21 00:49,Namdev Sharma,Male,61-70,Uttar Pradesh,Lucknow,Hindi,Panchavati,Panchavati Center,+91 9049372734,"yellow blouse, limps on right leg",Reunited,3.7,False,
KMP-2027-01061,2027-08-09 10:34,Kavita Deshmukh,Female,80+,Madhya Pradesh,Ujjain,Hindi,Ramkund,Sadhugram Center,,"cream kurta, limps on right leg",Reunited,5.1,False,Got separated in snan crowd.
KMP-2027-00231,2027-08-23 20:14,Rohan Shinde,Male,71-80,Maharashtra,Pune,Marathi,Ahilyadevi Holkar Bridge,CBS Help Center,+91 7310556383,"blue checked shirt, hard of hearing",Reunited,1.8,False,Cross-checked at adjacent center.
KMP-2027-00970,2027-09-02 10:24,Radha Sharma,Female,18-40,Maharashtra,Solapur,Marathi,CBS Bus Stand,Panchavati Center,+91 8845132767,"maroon saree, tulsi mala around neck",Reunited,6.4,False,
KMP-2027-02429,2027-07-28 15:06,Sneha Yadav,Female,18-40,Tamil Nadu,Chennai,Tamil,Panchavati,Panchavati Center,,,Reunited,5.6,False,Volunteer escorting to help desk.
KMP-2027-01882,2027-09-11 15:28,Eknath Yadav,Male,61-70,Maharashtra,Solapur,Marathi,CBS Bus Stand,Panchavati Center,+91 9968724248,"white dhoti and kurta, wears thick glasses",Reunited,8.4,False,"Came by group bus, lost the group."
KMP-2027-02093,2027-08-23 23:29,Tukaram Bhosale,Male,61-70,Maharashtra,Pune,Marathi,Saptashrungi Base,Nashik Road Center,+91 9446924601,"maroon saree, hard of hearing",Reunited,0.8,False,Phone switched off.
KMP-2027-00944,2027-08-04 14:22,,Female,61-70,Madhya Pradesh,Gwalior,Hindi,Saptashrungi Base,Ramkund LF Center,+91 7025036031,"green saree, has a tilak on forehead",Reunited,7.7,False,Volunteer escorting to help desk.
KMP-2027-01478,2027-07-28 03:30,,Male,61-70,Maharashtra,Ahmednagar,Marathi,Dudhsagar Falls Road,Nashik Road Center,+91 9499698860,,Reunited,9.4,False,Possible match flagged for review.
KMP-2027-01354,2027-08-04 13:51,Lakshmi Verma,Female,18-40,Madhya Pradesh,Gwalior,Hindi,Gangapur Road Ghat,Sadhugram Center,+91 8854697851,"cream kurta, wears thick glasses",Reunited,3.2,False,
KMP-2027-01021,2027-08-04 14:48,,Female,61-70,Madhya Pradesh,Bhopal,Hindi,CBS Bus Stand,Nashik Road Center,+91 9878135035,,Reunited,8.2,False,
KMP-2027-01771,2027-08-04 11:17,Parvati Deshmukh,Female,71-80,Maharashtra,Pune,Marathi,Dudhsagar Falls Road,Ramkund LF Center,+91 9856507732,"black shawl, silver anklets",Reunited,4.6,False,Cross-checked at adjacent center.
KMP-2027-00261,2027-07-30 13:33,Shanta Yadav,Female,71-80,Rajasthan,Udaipur,Hindi,Dudhsagar Falls Road,Tapovan Center,+91 7372486815,"grey sweater, tulsi mala around neck",Reunited,2.4,False,Cross-checked at adjacent center.
KMP-2027-01232,2027-09-02 07:24,Sopan Jadhav,Male,41-60,Tamil Nadu,Madurai,Tamil,Nashik Road Railway Station,Tapovan Center,,"cream kurta, has a tilak on forehead",Reunited,5.1,False,Announced on PA system.
KMP-2027-00951,2027-08-19 09:18,Bhaskar Kale,Male,13-17,Uttar Pradesh,Lucknow,Hindi,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9974339241,"blue checked shirt, limps on right leg",Reunited,8.6,False,
KMP-2027-01814,2027-09-02 05:14,Janabai Patil,Female,71-80,Maharashtra,Thane,Marathi,Sita Gufa,Sadhugram Center,+91 9820642357,"orange saree, has a tilak on forehead",Reunited,3.5,False,Announced on PA system.
KMP-2027-00078,2027-08-19 17:07,,Male,71-80,Maharashtra,Ahmednagar,Marathi,Gangapur Road Ghat,Tapovan Center,+91 9865973471,,Pending,,True,Logged at second center; same person suspected.
KMP-2027-01156,2027-09-02 04:41,,Female,61-70,Telangana,Hyderabad,Telugu,CBS Bus Stand,Tapovan Center,,"black shawl, silver anklets",Reunited,0.4,False,Possible match flagged for review.
KMP-2027-01249,2027-09-14 06:13,Aarav Reddy,Male,41-60,Tamil Nadu,Madurai,Tamil,Sita Gufa,Ramkund LF Center,+91 9466055452,"red sari with gold border, silver anklets",Reunited,8.3,False,"Came by group bus, lost the group."
KMP-2027-01221,2027-09-11 04:46,Shanta Deshmukh,Female,61-70,Maharashtra,Thane,Marathi,Sita Gufa,Panchavati Center,+91 9492570540,"grey sweater, silver anklets",Reunited,3.3,False,Got separated in snan crowd.
KMP-2027-01802,2027-08-29 19:03,Suresh More,Male,41-60,Madhya Pradesh,Gwalior,Hindi,Tapovan,Nashik Road Center,+91 9077446833,"red sari with gold border, speaks little Hindi",Pending,,False,Phone switched off.
KMP-2027-02118,2027-08-02 20:58,Aarav Gaikwad,Male,61-70,Gujarat,Surat,Gujarati,Ramkund,Sadhugram Center,,"red sari with gold border, limps on right leg",Reunited,0.9,False,Possible match flagged for review.
KMP-2027-00985,2027-09-02 07:06,,Female,61-70,Maharashtra,Nagpur,Marathi,Goda Ghat,Trimbak Gate Center,+91 7062190652,"black shawl, speaks little Hindi",Transferred to hospital,4.1,False,"Came by group bus, lost the group."
KMP-2027-00844,2027-09-15 14:52,Sopan Pawar,Male,71-80,Karnataka,Belagavi,Kannada,Trimbakeshwar Temple,Panchavati Center,+91 9046535833,,Reunited,4,False,Announced on PA system.
KMP-2027-00793,2027-09-02 13:02,Meena Das,Female,41-60,Maharashtra,Jalgaon,Marathi,Sita Gufa,Panchavati Center,+91 9492089093,"blue checked shirt, walks with a cane",Reunited,8.3,False,Possible match flagged for review.
KMP-2027-00512,2027-09-02 07:29,Savita Bhosale,Female,71-80,Rajasthan,Jodhpur,Hindi,Mukti Dham,Panchavati Center,+91 9082635025,"black shawl, silver anklets",Reunited,0.4,False,Phone switched off.
KMP-2027-02152,2027-08-19 11:34,Janabai More,Female,61-70,Maharashtra,Solapur,Marathi,Sadhugram,Kushavarta Center,+91 9858007892,,Reunited,1,False,"Family frantic, last dip together."
KMP-2027-01917,2027-07-19 11:28,,Female,80+,Madhya Pradesh,Bhopal,Hindi,Nashik Road Railway Station,Panchavati Center,+91 9865518664,"cream kurta, carries a cloth bag",Pending,,False,Possible match flagged for review.
KMP-2027-00614,2027-08-31 19:54,Sarla Sawant,Female,61-70,Uttar Pradesh,Lucknow,Hindi,Tapovan,Trimbak Gate Center,+91 7076389182,,Reunited,6.3,False,"Came by group bus, lost the group."
KMP-2027-01432,2027-08-23 00:23,Mahesh Verma,Male,71-80,Maharashtra,Aurangabad,Marathi,Sita Gufa,Panchavati Center,+91 7070292907,"yellow blouse, wears thick glasses",Pending,,False,Phone switched off.
KMP-2027-00238,2027-08-23 16:30,Vitthal Kale,Male,41-60,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Ramkund LF Center,+91 9423019347,"orange saree, hard of hearing",Reunited,5.8,False,
KMP-2027-02047,2027-08-04 14:50,Mohan Yadav,Male,13-17,Gujarat,Ahmedabad,Gujarati,Ramkund,Ramkund LF Center,+91 8853105056,"grey sweater, tulsi mala around neck",Pending,,False,"Family frantic, last dip together."
KMP-2027-01421,2027-08-03 02:42,Shanta Deshmukh,Female,71-80,Maharashtra,Jalgaon,Marathi,Ahilyadevi Holkar Bridge,Tapovan Center,+91 9088360143,"cream kurta, hard of hearing",Reunited,2.5,False,Phone switched off.
KMP-2027-00475,2027-08-26 13:42,Rohan Yadav,Male,13-17,Maharashtra,Aurangabad,Marathi,Ahilyadevi Holkar Bridge,Nashik Road Center,+91 9065187709,"blue checked shirt, walks with a cane",Pending,,False,Got separated in snan crowd.
KMP-2027-00706,2027-08-04 08:06,Suresh Jadhav,Male,71-80,Maharashtra,Ahmednagar,Marathi,Saptashrungi Base,Tapovan Center,+91 7093422329,,Pending,,False,Possible match flagged for review.
KMP-2027-00172,2027-09-11 05:23,Rohan Jadhav,Male,71-80,Maharashtra,Jalgaon,Marathi,Tapovan,CBS Help Center,+91 7325678620,"white dhoti and kurta, carries a cloth bag",Pending,,True,Logged at second center; same person suspected.
KMP-2027-00821,2027-09-02 05:42,Suresh Das,Unknown,41-60,Maharashtra,Solapur,Marathi,Goda Ghat,Trimbak Gate Center,+91 9035899289,"black shawl, walks with a cane",Reunited,9.4,False,Phone switched off.
KMP-2027-00884,2027-08-23 09:57,Ramesh Joshi,Male,41-60,Tamil Nadu,Madurai,Tamil,Gangapur Road Ghat,Tapovan Center,+91 9484534020,"black shawl, short grey hair",Reunited,5.5,False,"Came by group bus, lost the group."
KMP-2027-00666,2027-09-03 04:34,Dattatray Verma,Male,18-40,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Panchavati Center,+91 7072313430,"cream kurta, wears thick glasses",Reunited,3.5,False,Cross-checked at adjacent center.
